title,company,city,state,country,experienceLevel,salaryMin,salaryMax,salaryMedian,currency,source
Senior Consultant,PwC,Bangalore,Karnataka,IN,mid,1300000,2500000,1900000,INR,ambitionbox
Senior Consultant,Accenture,Bangalore,Karnataka,IN,mid,1200000,2200000,1700000,INR,ambitionbox
Consultant,Capgemini,Bangalore,Karnataka,IN,entry,500000,900000,700000,INR,ambitionbox
Consultant,Capgemini,Mumbai,Maharashtra,IN,entry,520000,950000,730000,INR,ambitionbox
Software Engineer,Capgemini,Bangalore,Karnataka,IN,entry,380000,680000,530000,INR,ambitionbox
Software Engineer,Capgemini,Pune,Maharashtra,IN,entry,360000,660000,510000,INR,ambitionbox
Senior Software Engineer,Capgemini,Bangalore,Karnataka,IN,mid,780000,1400000,1050000,INR,ambitionbox
Software Engineer,LTIMindtree,Bangalore,Karnataka,IN,entry,400000,720000,560000,INR,ambitionbox
Software Engineer,LTIMindtree,Hyderabad,Telangana,IN,entry,380000,700000,540000,INR,ambitionbox
Senior Software Engineer,LTIMindtree,Bangalore,Karnataka,IN,mid,800000,1500000,1100000,INR,ambitionbox
Software Engineer,Mphasis,Bangalore,Karnataka,IN,entry,380000,680000,530000,INR,ambitionbox
Senior Software Engineer,Mphasis,Bangalore,Karnataka,IN,mid,750000,1350000,1020000,INR,ambitionbox
Software Engineer,Persistent Systems,Pune,Maharashtra,IN,entry,400000,720000,560000,INR,ambitionbox
Senior Software Engineer,Persistent Systems,Pune,Maharashtra,IN,mid,800000,1500000,1100000,INR,ambitionbox
Software Engineer,Coforge,Noida,Uttar Pradesh,IN,entry,370000,660000,510000,INR,ambitionbox
Senior Software Engineer,Coforge,Noida,Uttar Pradesh,IN,mid,750000,1400000,1050000,INR,ambitionbox
Software Engineer,Birlasoft,Pune,Maharashtra,IN,entry,350000,640000,490000,INR,ambitionbox
Software Engineer,Cyient,Hyderabad,Telangana,IN,entry,350000,640000,490000,INR,ambitionbox
Software Engineer,L&T Technology,Bangalore,Karnataka,IN,entry,400000,720000,560000,INR,ambitionbox
Software Engineer,Mindtree,Bangalore,Karnataka,IN,entry,400000,720000,560000,INR,ambitionbox
Software Engineer,Hexaware,Mumbai,Maharashtra,IN,entry,350000,640000,490000,INR,ambitionbox
Software Engineer,Zensar,Pune,Maharashtra,IN,entry,360000,660000,510000,INR,ambitionbox
Software Engineer,EPAM,Hyderabad,Telangana,IN,entry,500000,900000,700000,INR,ambitionbox
Senior Software Engineer,EPAM,Hyderabad,Telangana,IN,mid,1000000,1800000,1400000,INR,ambitionbox
Software Engineer,GlobalLogic,Noida,Uttar Pradesh,IN,entry,450000,800000,620000,INR,ambitionbox
Senior Software Engineer,GlobalLogic,Noida,Uttar Pradesh,IN,mid,900000,1600000,1250000,INR,ambitionbox
Software Engineer,Publicis Sapient,Gurugram,Haryana,IN,entry,600000,1100000,850000,INR,ambitionbox
Senior Software Engineer,Publicis Sapient,Gurugram,Haryana,IN,mid,1200000,2200000,1700000,INR,ambitionbox
Software Engineer,Hashedin,Bangalore,Karnataka,IN,entry,600000,1100000,850000,INR,ambitionbox
Senior Software Engineer,Hashedin,Bangalore,Karnataka,IN,mid,1200000,2200000,1700000,INR,ambitionbox
Product Manager,Nykaa,Mumbai,Maharashtra,IN,mid,1500000,2800000,2100000,INR,ambitionbox
Product Manager,Urban Company,Gurugram,Haryana,IN,mid,1800000,3200000,2500000,INR,ambitionbox
Product Manager,Lenskart,Gurugram,Haryana,IN,mid,1500000,2800000,2100000,INR,ambitionbox
Product Manager,BrowserStack,Mumbai,Maharashtra,IN,mid,2000000,3500000,2700000,INR,ambitionbox
Product Manager,Postman,Bangalore,Karnataka,IN,mid,2200000,3800000,3000000,INR,ambitionbox
Product Manager,TCS,Bangalore,Karnataka,IN,mid,1000000,1800000,1400000,INR,ambitionbox
Product Manager,Infosys,Bangalore,Karnataka,IN,mid,1050000,1900000,1450000,INR,ambitionbox
Product Manager,Accenture,Bangalore,Karnataka,IN,mid,1200000,2200000,1700000,INR,ambitionbox
Product Manager,Cognizant,Bangalore,Karnataka,IN,mid,1000000,1800000,1400000,INR,ambitionbox
Product Manager,Wipro,Bangalore,Karnataka,IN,mid,950000,1750000,1350000,INR,ambitionbox
Business Analyst,McKinsey,Gurugram,Haryana,IN,entry,2000000,3200000,2600000,INR,ambitionbox
Business Analyst,BCG,Gurugram,Haryana,IN,entry,1800000,3000000,2400000,INR,ambitionbox
Business Analyst,Bain,Gurugram,Haryana,IN,entry,1800000,3000000,2400000,INR,ambitionbox
Business Analyst,PwC,Bangalore,Karnataka,IN,entry,550000,1000000,780000,INR,ambitionbox
Business Analyst,Capgemini,Bangalore,Karnataka,IN,entry,420000,750000,580000,INR,ambitionbox
Business Analyst,Wipro,Bangalore,Karnataka,IN,entry,380000,680000,530000,INR,ambitionbox
Business Analyst,Cognizant,Bangalore,Karnataka,IN,entry,400000,720000,560000,INR,ambitionbox
Business Analyst,Google,Bangalore,Karnataka,IN,mid,1800000,3200000,2500000,INR,ambitionbox
Business Analyst,Amazon,Hyderabad,Telangana,IN,mid,1400000,2500000,1900000,INR,ambitionbox
Business Analyst,Microsoft,Hyderabad,Telangana,IN,mid,1400000,2500000,1900000,INR,ambitionbox
Financial Analyst,Goldman Sachs,Hyderabad,Telangana,IN,entry,1200000,2000000,1600000,INR,ambitionbox
Financial Analyst,Citi,Mumbai,Maharashtra,IN,entry,1000000,1700000,1350000,INR,ambitionbox
Financial Analyst,Citi,Pune,Maharashtra,IN,entry,950000,1600000,1280000,INR,ambitionbox
Financial Analyst,HSBC,Pune,Maharashtra,IN,entry,900000,1500000,1200000,INR,ambitionbox
Financial Analyst,Barclays,Mumbai,Maharashtra,IN,entry,950000,1600000,1280000,INR,ambitionbox
Financial Analyst,BNP Paribas,Mumbai,Maharashtra,IN,entry,850000,1400000,1120000,INR,ambitionbox
Financial Analyst,Standard Chartered,Bangalore,Karnataka,IN,entry,900000,1500000,1200000,INR,ambitionbox
Financial Analyst,American Express,Gurugram,Haryana,IN,entry,1000000,1700000,1350000,INR,ambitionbox
Marketing Manager,Google,Bangalore,Karnataka,IN,mid,2200000,4000000,3100000,INR,ambitionbox
Marketing Manager,Microsoft,Hyderabad,Telangana,IN,mid,1800000,3200000,2500000,INR,ambitionbox
Marketing Manager,Uber,Bangalore,Karnataka,IN,mid,1800000,3200000,2500000,INR,ambitionbox
Marketing Manager,PhonePe,Bangalore,Karnataka,IN,mid,1500000,2800000,2100000,INR,ambitionbox
Marketing Manager,Lenskart,Gurugram,Haryana,IN,mid,1200000,2200000,1700000,INR,ambitionbox
Marketing Manager,Nykaa,Mumbai,Maharashtra,IN,mid,1200000,2200000,1700000,INR,ambitionbox
Human Resources,Google,Bangalore,Karnataka,IN,mid,1500000,2800000,2100000,INR,ambitionbox
Human Resources,Amazon,Bangalore,Karnataka,IN,mid,1200000,2200000,1700000,INR,ambitionbox
Human Resources,Wipro,Bangalore,Karnataka,IN,entry,330000,580000,450000,INR,ambitionbox
Human Resources,Accenture,Bangalore,Karnataka,IN,entry,350000,620000,480000,INR,ambitionbox
Human Resources,Deloitte,Bangalore,Karnataka,IN,entry,450000,800000,620000,INR,ambitionbox
Mobile Developer,Google,Bangalore,Karnataka,IN,mid,2500000,4500000,3500000,INR,ambitionbox
Mobile Developer,Amazon,Bangalore,Karnataka,IN,mid,1800000,3200000,2500000,INR,ambitionbox
Mobile Developer,Razorpay,Bangalore,Karnataka,IN,mid,1600000,2800000,2200000,INR,ambitionbox
Mobile Developer,Cred,Bangalore,Karnataka,IN,mid,1800000,3200000,2500000,INR,ambitionbox
Mobile Developer,Groww,Bangalore,Karnataka,IN,mid,1300000,2400000,1850000,INR,ambitionbox
Scrum Master,Amazon,Bangalore,Karnataka,IN,mid,1500000,2600000,2000000,INR,ambitionbox
Scrum Master,Google,Bangalore,Karnataka,IN,mid,1800000,3000000,2400000,INR,ambitionbox
Scrum Master,Flipkart,Bangalore,Karnataka,IN,mid,1200000,2200000,1700000,INR,ambitionbox
Scrum Master,Wipro,Bangalore,Karnataka,IN,mid,800000,1400000,1100000,INR,ambitionbox
Scrum Master,Cognizant,Bangalore,Karnataka,IN,mid,750000,1350000,1020000,INR,ambitionbox
Technical Writer,Flipkart,Bangalore,Karnataka,IN,mid,1200000,2200000,1700000,INR,ambitionbox
Technical Writer,Salesforce,Hyderabad,Telangana,IN,mid,1200000,2200000,1700000,INR,ambitionbox
Technical Writer,Atlassian,Bangalore,Karnataka,IN,mid,1500000,2800000,2100000,INR,ambitionbox
Technical Writer,TCS,Bangalore,Karnataka,IN,entry,350000,620000,480000,INR,ambitionbox
Technical Writer,Infosys,Bangalore,Karnataka,IN,entry,370000,660000,510000,INR,ambitionbox
Solutions Architect,,Bangalore,Karnataka,IN,mid,1500000,3200000,2300000,INR,market
Solutions Architect,,Hyderabad,Telangana,IN,mid,1400000,3000000,2100000,INR,market
Solutions Architect,,India,,IN,mid,1200000,3200000,2000000,INR,market
Technical Program Manager,,Bangalore,Karnataka,IN,mid,1800000,3500000,2600000,INR,market
Technical Program Manager,,Hyderabad,Telangana,IN,mid,1600000,3200000,2400000,INR,market
Technical Program Manager,,India,,IN,mid,1500000,3500000,2300000,INR,market
Senior Product Manager,,Bangalore,Karnataka,IN,senior,2800000,5500000,4000000,INR,market
Senior Product Manager,,Mumbai,Maharashtra,IN,senior,2600000,5000000,3700000,INR,market
Senior Product Manager,,India,,IN,senior,2500000,5500000,3800000,INR,market
Senior Consultant,,Bangalore,Karnataka,IN,mid,1200000,2500000,1800000,INR,market
Senior Consultant,,Mumbai,Maharashtra,IN,mid,1300000,2600000,1900000,INR,market
Senior Consultant,,Gurugram,Haryana,IN,mid,1300000,2800000,2000000,INR,market
Senior Consultant,,India,,IN,mid,1100000,2800000,1800000,INR,market
Lead Software Engineer,,Bangalore,Karnataka,IN,senior,1800000,3500000,2600000,INR,market
Lead Software Engineer,,Hyderabad,Telangana,IN,senior,1600000,3200000,2400000,INR,market
Lead Software Engineer,,India,,IN,senior,1500000,3500000,2300000,INR,market
Staff Software Engineer,,Bangalore,Karnataka,IN,senior,3000000,6000000,4500000,INR,market
Staff Software Engineer,,Hyderabad,Telangana,IN,senior,2800000,5500000,4000000,INR,market
Staff Software Engineer,,India,,IN,senior,2500000,6000000,4000000,INR,market
Director of Engineering,,Bangalore,Karnataka,IN,senior,4500000,10000000,7000000,INR,market
Director of Engineering,,India,,IN,senior,4000000,10000000,6500000,INR,market
Account Manager,,Bangalore,Karnataka,IN,mid,800000,1600000,1200000,INR,market
Account Manager,,Mumbai,Maharashtra,IN,mid,850000,1700000,1250000,INR,market
Account Manager,,India,,IN,mid,700000,1600000,1100000,INR,market
Sales Executive,,Hyderabad,Telangana,IN,entry,280000,550000,410000,INR,market
Sales Executive,,Mumbai,Maharashtra,IN,entry,320000,620000,470000,INR,market
Sales Executive,,Gurugram,Haryana,IN,entry,310000,600000,450000,INR,market
Sales Executive,,India,,IN,entry,280000,600000,420000,INR,market
Human Resources,,Mumbai,Maharashtra,IN,entry,370000,720000,530000,INR,market
Human Resources,,Gurugram,Haryana,IN,entry,360000,700000,520000,INR,market
Human Resources,,Hyderabad,Telangana,IN,entry,340000,680000,500000,INR,market
Human Resources,,India,,IN,entry,320000,700000,480000,INR,market
Scrum Master,,Hyderabad,Telangana,IN,mid,850000,1700000,1250000,INR,market
Scrum Master,,India,,IN,mid,800000,1800000,1250000,INR,market
Technical Writer,,Hyderabad,Telangana,IN,mid,750000,1500000,1100000,INR,market
Technical Writer,,India,,IN,mid,700000,1600000,1100000,INR,market
Security Engineer,,Pune,Maharashtra,IN,mid,1000000,2200000,1600000,INR,market
Security Engineer,,Mumbai,Maharashtra,IN,mid,1100000,2400000,1700000,INR,market
Security Engineer,,India,,IN,mid,1000000,2500000,1700000,INR,market
Database Administrator,,Hyderabad,Telangana,IN,entry,380000,750000,560000,INR,market
Database Administrator,,India,,IN,entry,350000,800000,550000,INR,market
Network Engineer,,Hyderabad,Telangana,IN,entry,330000,680000,500000,INR,market
Network Engineer,,India,,IN,entry,320000,700000,490000,INR,market
Mobile Developer,,Pune,Maharashtra,IN,mid,900000,2000000,1400000,INR,market
Mobile Developer,,Gurugram,Haryana,IN,mid,1000000,2200000,1500000,INR,market
Mobile Developer,,Mumbai,Maharashtra,IN,mid,1000000,2200000,1500000,INR,market
Product Designer,,Hyderabad,Telangana,IN,mid,1000000,2200000,1600000,INR,market
Product Designer,,Gurugram,Haryana,IN,mid,1100000,2400000,1700000,INR,market
Product Designer,,India,,IN,mid,1000000,2600000,1700000,INR,market
